category_id,avg_53w,avg_last_8w,active_weeks,peak_value,rank_avg_53w,rank_avg_last_8w,rank_active_weeks,rank_peak_value,total_rank_score,final_rank,category_name
notebook,71.8679,57.75,53,100.0,1.0,1.0,1.0,1.0,4.0,1,Notebookok
